FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190517;0000;12;;;
190518;0000;10;;;
190519;0000;15;;;
190520;0000;15;;;
190521;0000;14;;;
190522;0000;17;;;
190523;0000;17;;;
190524;0000;20;;;
190525;0000;15;;;
190526;0000;13;;;
190527;0000;18;;;
190528;0000;18;;;
190529;0000;17;;;
190530;0000;21;;;
190531;0000;14;;;
190601;0000;10;;;
190602;0000;12;;;
190603;0000;17;;;
190604;0000;22;;;
190605;0000;20;;;
190606;0000;18;;;
190607;0000;19;;;
190608;0000;22;;;
190609;0000;20;;;
190610;0000;20;;;
190611;0000;16;;;
190612;0000;16;;;
190613;0000;12;;;
190614;0000;12;;;
190615;0000;10;;;
190616;0000;11;;;
190617;0000;13;;;
190618;0000;15;;;
190619;0000;18;;;
190620;0000;14;;;
190621;0000;18;;;
190622;0000;15;;;
190623;0000;21;;;
190624;0000;27;;;
190625;0000;20;;;
190626;0000;15;;;
190627;0000;22;;;
190628;0000;25;;;
190629;0000;17;;;
190630;0000;8;;;
190701;0000;16;;;
190702;0000;14;;;
190703;0000;16;;;
190704;0000;21;;;
190705;0000;;;25;
190706;0000;;;21;
190707;0000;16;;;
190708;0000;16;;;
190709;0000;10;;;
190710;0000;11;;;
190711;0000;19;;;
190712;0000;22;;;
190713;0000;19;;;
190714;0000;19;;;
190715;0000;17;;;
190716;0000;24;;;
190717;0000;19;;;
190718;0000;17;;;
190719;0000;19;;;
190720;0000;23;;;
190721;0000;22;;;
190722;0000;17;;;
190723;0000;9;;;
190724;0000;9;;;
190725;0000;10;;;
190726;0000;14;;;
190727;0000;20;;;
190728;0000;20;;;
190729;0000;20;;;
190730;0000;24;;;
190731;0000;18;;;
190801;0000;16;;;
190802;0000;19;;;
190803;0000;21;;;
190804;0000;20;;;
190805;0000;18;;;
190806;0000;20;;;
190807;0000;16;;;
190808;0000;13;;;
190809;0000;14;;;
190810;0000;17;;;
190811;0000;16;;;
190812;0000;22;;;
190813;0000;25;;;
190814;0000;18;;;
190815;0000;19;;;
190816;0000;18;;;
190817;0000;14;;;
190818;0000;14;;;
190819;0000;14;;;
190820;0000;18;;;
190821;0000;20;;;
190822;0000;23;;;
190823;0000;20;;;
190824;0000;23;;;
190825;0000;18;;;
190826;0000;16;;;
190827;0000;22;;;
190828;0000;17;;;
190829;0000;13;;;
190830;0000;13;;;
190831;0000;13;;;
190901;0000;14;;;
190902;0000;15;;;
190903;0000;15;;;
190904;0000;19;;;
190905;0000;15;;;
190906;0000;14;;;
190907;0000;10;;;
190908;0000;7;;;
190909;0000;10;;;
190910;0000;8;;;
190911;0000;9;;;
190912;0000;9;;;
190913;0000;9;;;
190914;0000;10;;;
190915;0000;9;;;
190916;0000;10;;;
190917;0000;11;;;
190918;0000;10;;;
190919;0000;9;;;
190920;0000;9;;;
190921;0000;14;;;
190922;0000;13;;;
190923;0000;13;;;
190924;0000;12;;;
190925;0000;9;;;
190926;0000;12;;;
190927;0000;11;;;
190928;0000;9;;;
190929;0000;9;;;
190930;0000;9;;;
191001;0000;8;;;
191002;0000;9;;;
191003;0000;10;;;
191004;0000;13;;;
191005;0000;11;;;
191006;0000;13;;;
191007;0000;18;;;
191008;0000;20;;;
191009;0000;18;;;
191010;0000;13;;;
191011;0000;13;;;
191012;0000;11;;;
191013;0000;10;;;
191014;0000;9;;;
191015;0000;9;;;
191016;0000;8;;;
191017;0000;11;;;
191018;0000;9;;;
191019;0000;10;;;
191020;0000;16;;;
191021;0000;13;;;
191022;0000;12;;;
191023;0000;14;;;
191024;0000;14;;;
191025;0000;11;;;
191026;0000;11;;;
191027;0000;8;;;
191028;0000;14;;;
191029;0000;11;;;
191030;0000;10;;;
191031;0000;10;;;
191101;0000;10;;;
191102;0000;10;;;
191103;0000;10;;;
191104;0000;9;;;
191105;0000;9;;;
191106;0000;8;;;
191107;0000;8;;;
191108;0000;7;;;
191109;0000;6;;;
191110;0000;8;;;
191111;0000;11;;;
191112;0000;10;;;
191113;0000;11;;;
191114;0000;8;;;
191115;0000;7;;;
191116;0000;8;;;
191117;0000;8;;;
191118;0000;10;;;
191119;0000;14;;;
191120;0000;11;;;
191121;0000;14;;;
191122;0000;16;;;
191123;0000;10;;;
191124;0000;7;;;
191125;0000;10;;;
191126;0000;14;;;
191127;0000;19;;;
191128;0000;15;;;
191129;0000;15;;;
191130;0000;14;;;
191201;0000;16;;;
191202;0000;13;;;
191203;0000;13;;;
191204;0000;14;;;
191205;0000;12;;;
191206;0000;12;;;
191207;0000;12;;;
191208;0000;;;9;
191209;0000;9;;;
191210;0000;10;;;
191211;0000;8;;;
191212;0000;8;;;
191213;0000;9;;;
191214;0000;11;;;
191215;0000;10;;;
191216;0000;12;;;
191217;0000;13;;;
191218;0000;12;;;
191219;0000;11;;;
191220;0000;10;;;
191221;0000;10;;;
191222;0000;13;;;
191223;0000;13;;;
191224;0000;14;;;
191225;0000;12;;;
191226;0000;11;;;
191227;0000;12;;;
191228;0000;9;;;
191229;0000;9;;;
191230;0000;10;;;
191231;0000;10;;;
200101;0000;9;;;
200102;0000;10;;;
200103;0000;9;;;
200104;0000;8;;;
200105;0000;9;;;
200106;0000;9;;;
200107;0000;7;;;
200108;0000;10;;;
200109;0000;9;;;
200110;0000;8;;;
200111;0000;9;;;
200112;0000;9;;;
200113;0000;9;;;
200114;0000;9;;;
200115;0000;5;;;
200116;0000;8;;;
200117;0000;7;;;
200118;0000;9;;;
200119;0000;6;;;
200120;0000;8;;;
200121;0000;7;;;
200122;0000;7;;;
200123;0000;;;;
200124;0000;;;;
200125;0000;5;;;
200126;0000;8;;;
200127;0000;7;;;
200128;0000;7;;;
200129;0000;10;;;
200130;0000;10;;;
200131;0000;9;;;
200201;0000;7;;;
200202;0000;7;;;
200203;0000;6;;;
200204;0000;6;;;
200205;0000;7;;;
200206;0000;8;;;
200207;0000;8;;;
200208;0000;7;;;
200209;0000;7;;;
200210;0000;7;;;
200211;0000;9;;;
200212;0000;8;;;
200213;0000;6;;;
200214;0000;8;;;
200215;0000;11;;;
200216;0000;8;;;
200217;0000;7;;;
200218;0000;9;;;
200219;0000;8;;;
200220;0000;10;;;
200221;0000;10;;;
200222;0000;10;;;
200223;0000;9;;;
200224;0000;10;;;
200225;0000;8;;;
200226;0000;9;;;
200227;0000;10;;;
200228;0000;8;;;
200229;0000;8;;;
200301;0000;8;;;
200302;0000;8;;;
200303;0000;8;;;
200304;0000;6;;;
200305;0000;7;;;
200306;0000;;;;
200307;0000;11;;;
200308;0000;11;;;
200309;0000;11;;;
200310;0000;8;;;
200311;0000;8;;;
200312;0000;8;;;
200313;0000;8;;;
200314;0000;8;;;
200315;0000;7;;;
200316;0000;10;;;
200317;0000;9;;;
200318;0000;7;;;
200319;0000;10;;;
200320;0000;8;;;
200321;0000;10;;;
200322;0000;9;;;
200323;0000;;;8;
200324;0000;;;2;
200325;0000;;;3;
200326;0000;;;3;
200327;0000;;;6;
200328;0000;6;;;
200329;0000;7;;;
200330;0000;9;;;
200331;0000;9;;;
200401;0000;7;;;
200402;0000;11;;;
200403;0000;13;;;
200404;0000;14;;;
200405;0000;16;;;
200406;0000;12;;;
200407;0000;11;;;
200408;0000;12;;;
200409;0000;10;;;
200410;0000;7;;;
200411;0000;9;;;
200412;0000;10;;;
200413;0000;11;;;
200414;0000;11;;;
200415;0000;10;;;
200416;0000;9;;;
200417;0000;10;;;
200418;0000;12;;;
200419;0000;13;;;
200420;0000;16;;;
200421;0000;15;;;
200422;0000;15;;;
200423;0000;10;;;
200424;0000;9;;;
200425;0000;10;;;
200426;0000;8;;;
200427;0000;7;;;
200428;0000;7;;;
200429;0000;10;;;
200430;0000;12;;;
200501;0000;8;;;
200502;0000;11;;;
200503;0000;9;;;
200504;0000;13;;;
200505;0000;14;;;
200506;0000;14;;;
200507;0000;19;;;
200508;0000;20;;;
200509;0000;18;;;
200510;0000;13;;;
200511;0000;14;;;
200512;0000;18;;;
200513;0000;11;;;
200514;0000;10;;;
200515;0000;14;;;
200516;0000;16;;;
200517;0000;12;;;
200518;0000;13;;;
200519;0000;13;;;
200520;0000;10;;;
200521;0000;9;;;
200522;0000;9;;;
200523;0000;12;;;
200524;0000;18;;;
200525;0000;16;;;
200526;0000;13;;;
200527;0000;12;;;
200528;0000;10;;;
200529;0000;9;;;
200530;0000;12;;;
200531;0000;8;;;
200601;0000;8;;;
200602;0000;8;;;
200603;0000;6;;;
200604;0000;7;;;
200605;0000;14;;;
200606;0000;13;;;
200607;0000;11;;;
200608;0000;14;;;
200609;0000;19;;;
200610;0000;19;;;
200611;0000;14;;;
200612;0000;11;;;
200613;0000;13;;;
200614;0000;16;;;
200615;0000;13;;;
200616;0000;11;;;
200617;0000;;;;
200618;0000;11;;;
200619;0000;13;;;
200620;0000;14;;;
200621;0000;13;;;
200622;0000;10;;;
200623;0000;13;;;
200624;0000;13;;;
200625;0000;11;;;
200626;0000;13;;;
200627;0000;11;;;
200628;0000;14;;;
200629;0000;13;;;
200630;0000;9;;;
200701;0000;11;;;
200702;0000;17;;;
200703;0000;20;;;
200704;0000;16;;;
200705;0000;10;;;
200706;0000;15;;;
200707;0000;8;;;
200708;0000;11;;;
200709;0000;12;;;
200710;0000;15;;;
200711;0000;15;;;
200712;0000;15;;;
200713;0000;20;;;
200714;0000;20;;;
200715;0000;19;;;
200716;0000;9;;;
200717;0000;14;;;
200718;0000;10;;;
200719;0000;8;;;
200720;0000;8;;;
200721;0000;7;;;
200722;0000;6;;;
200723;0000;6;;;
200724;0000;8;;;
200725;0000;16;;;
200726;0000;15;;;
200727;0000;16;;;
200728;0000;18;;;
200729;0000;23;;;
200730;0000;20;;;
200731;0000;17;;;
200801;0000;20;;;
200802;0000;14;;;
200803;0000;12;;;
200804;0000;15;;;
200805;0000;11;;;
200806;0000;9;;;
200807;0000;14;;;
200808;0000;13;;;
200809;0000;14;;;
200810;0000;11;;;
200811;0000;13;;;
200812;0000;11;;;
200813;0000;10;;;
200814;0000;10;;;
200815;0000;8;;;
200816;0000;9;;;
200817;0000;9;;;
200818;0000;9;;;
200819;0000;10;;;
200820;0000;10;;;
200821;0000;12;;;
200822;0000;17;;;
200823;0000;13;;;
200824;0000;7;;;
200825;0000;7;;;
200826;0000;9;;;
200827;0000;9;;;
200828;0000;8;;;
200829;0000;8;;;
200830;0000;8;;;
200831;0000;11;;;
200901;0000;8;;;
200902;0000;9;;;
200903;0000;10;;;
200904;0000;12;;;
200905;0000;12;;;
200906;0000;10;;;
200907;0000;9;;;
200908;0000;8;;;
200909;0000;8;;;
200910;0000;10;;;
200911;0000;7;;;
200912;0000;11;;;
200913;0000;8;;;
200914;0000;9;;;
200915;0000;10;;;
200916;0000;9;;;
200917;0000;10;;;
200918;0000;14;;;
200919;0000;14;;;
200920;0000;14;;;
200921;0000;9;;;
200922;0000;9;;;
200923;0000;10;;;
200924;0000;11;;;
200925;0000;10;;;
200926;0000;8;;;
200927;0000;6;;;
200928;0000;8;;;
200929;0000;10;;;
200930;0000;8;;;
201001;0000;8;;;
201002;0000;4;;;
201003;0000;6;;;
201004;0000;9;;;
201005;0000;9;;;
201006;0000;8;;;
201007;0000;9;;;
201008;0000;10;;;
201009;0000;11;;;
201010;0000;12;;;
201011;0000;9;;;
201012;0000;9;;;
201013;0000;10;;;
201014;0000;9;;;
201015;0000;7;;;
201016;0000;8;;;
201017;0000;6;;;
201018;0000;3;;;
201019;0000;5;;;
201020;0000;7;;;
201021;0000;8;;;
201022;0000;7;;;
201023;0000;3;;;
201024;0000;4;;;
201025;0000;3;;;
201026;0000;8;;;
201027;0000;5;;;
201028;0000;7;;;
201029;0000;7;;;
201030;0000;7;;;
201031;0000;8;;;
201101;0000;8;;;
201102;0000;8;;;
201103;0000;7;;;
201104;0000;5;;;
201105;0000;5;;;
201106;0000;6;;;
201107;0000;6;;;
201108;0000;5;;;
201109;0000;5;;;
201110;0000;3;;;
201111;0000;6;;;
201112;0000;5;;;
201113;0000;4;;;
201114;0000;4;;;
201115;0000;4;;;
201116;0000;6;;;
201117;0000;6;;;
201118;0000;5;;;
201119;0000;2;;;
201120;0000;4;;;
201121;0000;5;;;
201122;0000;5;;;
201123;0000;5;;;
201124;0000;5;;;
201125;0000;5;;;
201126;0000;6;;;
201127;0000;7;;;
201128;0000;9;;;
201129;0000;6;;;
201130;0000;5;;;
201201;0000;9;;;
201202;0000;7;;;
201203;0000;6;;;
201204;0000;7;;;
201205;0000;9;;;
201206;0000;7;;;
201207;0000;6;;;
201208;0000;5;;;
201209;0000;5;;;
201210;0000;;;3;
201211;0000;;;5;
201212;0000;7;;;
201213;0000;8;;;
201214;0000;8;;;
201215;0000;7;;;
201216;0000;6;;;
201217;0000;4;;;
201218;0000;5;;;
201219;0000;4;;;
201220;0000;4;;;
201221;0000;7;;;
201222;0000;5;;;
201223;0000;7;;;
201224;0000;6;;;
201225;0000;6;;;
201226;0000;5;;;
201227;0000;5;;;
201228;0000;4;;;
201229;0000;4;;;
201230;0000;5;;;
201231;0000;8;;;
210101;0000;9;;;
210102;0000;7;;;
210103;0000;5;;;
210104;0000;6;;;
210105;0000;7;;;
210106;0000;5;;;
210107;0000;6;;;
210108;0000;6;;;
210109;0000;7;;;
210110;0000;7;;;
210111;0000;7;;;
210112;0000;7;;;
210113;0000;8;;;
210114;0000;7;;;
210115;0000;8;;;
210116;0000;8;;;
210117;0000;6;;;
210118;0000;6;;;
210119;0000;6;;;
210120;0000;8;;;
210121;0000;4;;;
210122;0000;3;;;
210123;0000;3;;;
210124;0000;5;;;
210125;0000;3;;;
210126;0000;3;;;
210127;0000;5;;;
210128;0000;6;;;
210129;0000;7;;;
210130;0000;8;;;
210131;0000;4;;;
210201;0000;3;;;
210202;0000;4;;;
210203;0000;6;;;
210204;0000;7;;;
210205;0000;7;;;
210206;0000;6;;;
210207;0000;6;;;
210208;0000;7;;;
210209;0000;6;;;
210210;0000;5;;;
210211;0000;6;;;
210212;0000;6;;;
210213;0000;9;;;
210214;0000;7;;;
210215;0000;7;;;
210216;0000;8;;;
210217;0000;7;;;
210218;0000;5;;;
210219;0000;7;;;
210220;0000;7;;;
210221;0000;7;;;
210222;0000;6;;;
210223;0000;7;;;
210224;0000;7;;;
210225;0000;11;;;
210226;0000;10;;;
210227;0000;9;;;
210228;0000;7;;;
210301;0000;8;;;
210302;0000;10;;;
210303;0000;11;;;
210304;0000;7;;;
210305;0000;8;;;
210306;0000;6;;;
210307;0000;5;;;
210308;0000;5;;;
210309;0000;6;;;
210310;0000;7;;;
210311;0000;7;;;
210312;0000;6;;;
210313;0000;6;;;
210314;0000;6;;;
210315;0000;6;;;
210316;0000;6;;;
210317;0000;5;;;
210318;0000;5;;;
210319;0000;5;;;
210320;0000;6;;;
210321;0000;5;;;
210322;0000;5;;;
210323;0000;;;;
210324;0000;8;;;
210325;0000;12;;;
210326;0000;;;9;
210327;0000;;;3;
210328;0000;;;3;
210329;0000;;;6;
210330;0000;11;;;
210331;0000;10;;;
210401;0000;9;;;
210402;0000;10;;;
210403;0000;12;;;
210404;0000;8;;;
210405;0000;9;;;
210406;0000;8;;;
210407;0000;6;;;
210408;0000;5;;;
210409;0000;5;;;
210410;0000;7;;;
210411;0000;9;;;
210412;0000;9;;;
210413;0000;11;;;
210414;0000;12;;;
210415;0000;11;;;
210416;0000;14;;;
210417;0000;14;;;
210418;0000;10;;;
210419;0000;12;;;
210420;0000;9;;;
210421;0000;7;;;
210422;0000;9;;;
210423;0000;8;;;
210424;0000;8;;;
210425;0000;9;;;
210426;0000;12;;;
210427;0000;14;;;
210428;0000;15;;;
210429;0000;10;;;
210430;0000;10;;;
210501;0000;11;;;
210502;0000;11;;;
210503;0000;11;;;
210504;0000;9;;;
210505;0000;10;;;
210506;0000;10;;;
210507;0000;12;;;
210508;0000;7;;;
210509;0000;10;;;
210510;0000;12;;;
210511;0000;14;;;
210512;0000;21;;;
210513;0000;13;;;
210514;0000;16;;;
210515;0000;15;;;
210516;0000;14;;;
210517;0000;24;;;
210518;0000;18;;;
210519;0000;17;;;
210520;0000;11;;;
210521;0000;10;;;
210522;0000;14;;;
210523;0000;18;;;
210524;0000;20;;;
210525;0000;16;;;
210526;0000;18;;;
210527;0000;22;;;
210528;0000;21;;;
210529;0000;15;;;
210530;0000;15;;;
210531;0000;17;;;
210601;0000;24;;;
210602;0000;23;;;
210603;0000;25;;;
210604;0000;16;;;
210605;0000;15;;;
210606;0000;12;;;
210607;0000;9;;;
210608;0000;10;;;
210609;0000;12;;;
210610;0000;10;;;
210611;0000;13;;;
210612;0000;19;;;
210613;0000;17;;;
210614;0000;14;;;
210615;0000;19;;;
210616;0000;15;;;
210617;0000;11;;;
210618;0000;7;;;
210619;0000;9;;;
210620;0000;8;;;
210621;0000;7;;;
210622;0000;12;;;
210623;0000;12;;;
210624;0000;12;;;
210625;0000;8;;;
210626;0000;7;;;
210627;0000;9;;;
210628;0000;11;;;
210629;0000;20;;;
210630;0000;26;;;
210701;0000;16;;;
210702;0000;12;;;
210703;0000;21;;;
210704;0000;24;;;
210705;0000;27;;;
210706;0000;19;;;
210707;0000;11;;;
210708;0000;18;;;
210709;0000;17;;;
210710;0000;19;;;
210711;0000;18;;;
210712;0000;18;;;
210713;0000;18;;;
210714;0000;15;;;
210715;0000;12;;;
210716;0000;14;;;
210717;0000;16;;;
210718;0000;24;;;
210719;0000;23;;;
210720;0000;15;;;
210721;0000;23;;;
210722;0000;26;;;
210723;0000;24;;;
210724;0000;24;;;
210725;0000;13;;;
210726;0000;9;;;
210727;0000;10;;;
210728;0000;11;;;
210729;0000;12;;;
210730;0000;14;;;
210731;0000;13;;;
210801;0000;17;;;
210802;0000;22;;;
210803;0000;23;;;
210804;0000;17;;;
210805;0000;13;;;
210806;0000;11;;;
210807;0000;11;;;
210808;0000;10;;;
210809;0000;11;;;
210810;0000;9;;;
210811;0000;13;;;
210812;0000;14;;;
210813;0000;15;;;
210814;0000;14;;;
210815;0000;14;;;
210816;0000;17;;;
210817;0000;17;;;
210818;0000;13;;;
210819;0000;14;;;
210820;0000;13;;;
210821;0000;13;;;
210822;0000;12;;;
210823;0000;11;;;
210824;0000;8;;;
210825;0000;8;;;
210826;0000;13;;;
210827;0000;11;;;
210828;0000;12;;;
210829;0000;17;;;
210830;0000;13;;;
210831;0000;12;;;
210901;0000;9;;;
210902;0000;11;;;
210903;0000;5;;;
210904;0000;8;;;
210905;0000;10;;;
210906;0000;7;;;
210907;0000;9;;;
210908;0000;12;;;
210909;0000;15;;;
210910;0000;14;;;
210911;0000;15;;;
210912;0000;15;;;
210913;0000;11;;;
210914;0000;10;;;
210915;0000;10;;;
210916;0000;11;;;
210917;0000;12;;;
210918;0000;12;;;
210919;0000;8;;;
210920;0000;4;;;
210921;0000;9;;;
210922;0000;9;;;
210923;0000;10;;;
210924;0000;12;;;
210925;0000;13;;;
210926;0000;11;;;
210927;0000;9;;;
210928;0000;10;;;
210929;0000;11;;;
210930;0000;10;;;
211001;0000;10;;;
211002;0000;10;;;
211003;0000;13;;;
211004;0000;13;;;
211005;0000;11;;;
211006;0000;11;;;
211007;0000;14;;;
211008;0000;11;;;
211009;0000;11;;;
211010;0000;12;;;
211011;0000;12;;;
211012;0000;9;;;
211013;0000;9;;;
211014;0000;8;;;
211015;0000;11;;;
211016;0000;13;;;
211017;0000;12;;;
211018;0000;14;;;
211019;0000;16;;;
211020;0000;13;;;
211021;0000;11;;;
211022;0000;11;;;
211023;0000;10;;;
211024;0000;13;;;
211025;0000;13;;;
211026;0000;12;;;
211027;0000;14;;;
211028;0000;13;;;
211029;0000;11;;;
211030;0000;10;;;
211031;0000;11;;;
211101;0000;10;;;
211102;0000;9;;;
211103;0000;9;;;
211104;0000;8;;;
211105;0000;8;;;
211106;0000;10;;;
211107;0000;13;;;
211108;0000;12;;;
211109;0000;13;;;
211110;0000;13;;;
211111;0000;9;;;
211112;0000;7;;;
211113;0000;7;;;
211114;0000;8;;;
211115;0000;9;;;
211116;0000;9;;;
211117;0000;10;;;
211118;0000;9;;;
211119;0000;12;;;
211120;0000;9;;;
211121;0000;8;;;
211122;0000;9;;;
211123;0000;11;;;
211124;0000;10;;;
211125;0000;7;;;
211126;0000;8;;;
211127;0000;6;;;
211128;0000;8;;;
211129;0000;10;;;
211130;0000;10;;;
211201;0000;9;;;
211202;0000;9;;;
211203;0000;8;;;
211204;0000;7;;;
211205;0000;12;;;
211206;0000;9;;;
211207;0000;9;;;
211208;0000;7;;;
211209;0000;7;;;
211210;0000;10;;;
211211;0000;9;;;
211212;0000;7;;;
211213;0000;7;;;
211214;0000;7;;;
211215;0000;9;;;
211216;0000;7;;;
211217;0000;7;;;
211218;0000;6;;;
211219;0000;5;;;
211220;0000;4;;;
211221;0000;5;;;
211222;0000;6;;;
211223;0000;7;;;
211224;0000;7;;;
211225;0000;6;;;
211226;0000;6;;;
211227;0000;6;;;
211228;0000;5;;;
211229;0000;5;;;
211230;0000;3;;;
211231;0000;16;;;
220101;0000;7;;;
220102;0000;8;;;
220103;0000;6;;;
220104;0000;6;;;
220105;0000;6;;;
220106;0000;7;;;
220107;0000;7;;;
220108;0000;7;;;
220109;0000;7;;;
220110;0000;7;;;
220111;0000;6;;;
220112;0000;5;;;
220113;0000;6;;;
220114;0000;6;;;
220115;0000;5;;;
220116;0000;4;;;
220117;0000;5;;;
220118;0000;6;;;
220119;0000;7;;;
220120;0000;6;;;
220121;0000;6;;;
220122;0000;5;;;
220123;0000;6;;;
220124;0000;6;;;
220125;0000;7;;;
220126;0000;7;;;
220127;0000;7;;;
220128;0000;5;;;
220129;0000;7;;;
220130;0000;7;;;
220131;0000;6;;;
220201;0000;6;;;
220202;0000;7;;;
220203;0000;8;;;
220204;0000;8;;;
220205;0000;7;;;
220206;0000;7;;;
220207;0000;8;;;
220208;0000;8;;;
220209;0000;9;;;
220210;0000;9;;;
220211;0000;11;;;
220212;0000;8;;;
220213;0000;7;;;
220214;0000;7;;;
220215;0000;10;;;
220216;0000;9;;;
220217;0000;8;;;
220218;0000;7;;;
220219;0000;9;;;
220220;0000;11;;;
220221;0000;8;;;
220222;0000;8;;;
220223;0000;5;;;
220224;0000;7;;;
220225;0000;7;;;
220226;0000;11;;;
220227;0000;9;;;
220228;0000;9;;;
220301;0000;11;;;
220302;0000;12;;;
220303;0000;13;;;
220304;0000;12;;;
220305;0000;9;;;
220306;0000;9;;;
220307;0000;13;;;
220308;0000;9;;;
220309;0000;7;;;
220310;0000;8;;;
220311;0000;11;;;
220312;0000;12;;;
220313;0000;10;;;
220314;0000;9;;;
220315;0000;9;;;
220316;0000;7;;;
220317;0000;8;;;
220318;0000;11;;;
220319;0000;14;;;
220320;0000;10;;;
220321;0000;9;;;
220322;0000;10;;;
220323;0000;8;;;
220324;0000;9;;;
220325;0000;14;;;
220326;0000;15;;;
220327;0000;10;;;
220328;0000;;;7;
220329;0000;;;3;
220330;0000;;;2;
220331;0000;;;5;
220401;0000;14;;;
220402;0000;14;;;
220403;0000;11;;;
220404;0000;11;;;
220405;0000;12;;;
220406;0000;15;;;
220407;0000;13;;;
220408;0000;15;;;
220409;0000;11;;;
220410;0000;8;;;
220411;0000;9;;;
220412;0000;9;;;
220413;0000;11;;;
220414;0000;11;;;
220415;0000;12;;;
220416;0000;10;;;
220417;0000;9;;;
220418;0000;12;;;
220419;0000;15;;;
220420;0000;11;;;
220421;0000;9;;;
220422;0000;9;;;
220423;0000;10;;;
220424;0000;13;;;
220425;0000;10;;;
220426;0000;10;;;
220427;0000;9;;;
220428;0000;10;;;
220429;0000;16;;;
220430;0000;13;;;
220501;0000;12;;;
220502;0000;10;;;
220503;0000;11;;;
220504;0000;16;;;
220505;0000;15;;;
220506;0000;11;;;
220507;0000;12;;;
220508;0000;14;;;
220509;0000;10;;;
220510;0000;16;;;
220511;0000;20;;;
220512;0000;16;;;
220513;0000;17;;;
220514;0000;15;;;
220515;0000;13;;;
220516;0000;11;;;
220517;0000;12;;;
220518;0000;15;;;
220519;0000;22;;;
220520;0000;15;;;
220521;0000;14;;;
220522;0000;11;;;
220523;0000;14;;;
220524;0000;13;;;
220525;0000;18;;;
220526;0000;22;;;
220527;0000;17;;;
220528;0000;13;;;
220529;0000;10;;;
220530;0000;11;;;
220531;0000;18;;;
220601;0000;15;;;
220602;0000;15;;;
220603;0000;12;;;
220604;0000;18;;;
220605;0000;17;;;
220606;0000;15;;;
220607;0000;15;;;
220608;0000;13;;;
220609;0000;9;;;
220610;0000;12;;;
220611;0000;17;;;
220612;0000;17;;;
220613;0000;14;;;
220614;0000;14;;;
220615;0000;11;;;
220616;0000;9;;;
220617;0000;11;;;
220618;0000;14;;;
220619;0000;15;;;
220620;0000;16;;;
220621;0000;13;;;
220622;0000;10;;;
220623;0000;10;;;
220624;0000;12;;;
220625;0000;11;;;
220626;0000;7;;;
220627;0000;9;;;
220628;0000;12;;;
220629;0000;16;;;
220630;0000;16;;;
220701;0000;16;;;
220702;0000;14;;;
220703;0000;18;;;
220704;0000;14;;;
220705;0000;19;;;
220706;0000;17;;;
220707;0000;15;;;
220708;0000;18;;;
220709;0000;17;;;
220710;0000;12;;;
220711;0000;10;;;
220712;0000;14;;;
220713;0000;12;;;
220714;0000;9;;;
220715;0000;8;;;
220716;0000;8;;;
220717;0000;12;;;
220718;0000;18;;;
220719;0000;16;;;
220720;0000;21;;;
220721;0000;14;;;
220722;0000;11;;;
220723;0000;14;;;
220724;0000;18;;;
220725;0000;16;;;
220726;0000;12;;;
220727;0000;12;;;
220728;0000;13;;;
220729;0000;14;;;
220730;0000;14;;;
220731;0000;11;;;
220801;0000;9;;;
220802;0000;11;;;
220803;0000;10;;;
220804;0000;16;;;
220805;0000;17;;;
220806;0000;18;;;
220807;0000;14;;;
220808;0000;16;;;
220809;0000;15;;;
220810;0000;19;;;
220811;0000;22;;;
220812;0000;17;;;
220813;0000;12;;;
220814;0000;11;;;
220815;0000;12;;;
220816;0000;15;;;
220817;0000;15;;;
220818;0000;13;;;
220819;0000;18;;;
220820;0000;20;;;
220821;0000;15;;;
220822;0000;10;;;
220823;0000;11;;;
220824;0000;12;;;
220825;0000;18;;;
220826;0000;16;;;
220827;0000;15;;;
220828;0000;15;;;
220829;0000;16;;;
220830;0000;13;;;
220831;0000;11;;;
220901;0000;9;;;
220902;0000;12;;;
220903;0000;14;;;
220904;0000;17;;;
220905;0000;17;;;
220906;0000;19;;;
220907;0000;18;;;
220908;0000;11;;;
220909;0000;10;;;
220910;0000;9;;;
220911;0000;9;;;
220912;0000;10;;;
220913;0000;10;;;
220914;0000;12;;;
220915;0000;14;;;
220916;0000;18;;;
220917;0000;17;;;
220918;0000;12;;;
220919;0000;10;;;
220920;0000;10;;;
220921;0000;11;;;
220922;0000;16;;;
220923;0000;15;;;
220924;0000;11;;;
220925;0000;11;;;
220926;0000;13;;;
220927;0000;9;;;
220928;0000;10;;;
220929;0000;8;;;
220930;0000;9;;;
221001;0000;11;;;
221002;0000;9;;;
221003;0000;9;;;
221004;0000;6;;;
221005;0000;7;;;
221006;0000;13;;;
221007;0000;13;;;
221008;0000;12;;;
221009;0000;10;;;
221010;0000;9;;;
221011;0000;9;;;
221012;0000;9;;;
221013;0000;8;;;
221014;0000;8;;;
221015;0000;13;;;
221016;0000;12;;;
221017;0000;8;;;
221018;0000;11;;;
221019;0000;7;;;
221020;0000;8;;;
221021;0000;9;;;
221022;0000;9;;;
221023;0000;9;;;
221024;0000;8;;;
221025;0000;8;;;
221026;0000;7;;;
221027;0000;8;;;
221028;0000;8;;;
221029;0000;9;;;
221030;0000;8;;;
221031;0000;8;;;
221101;0000;9;;;
221102;0000;10;;;
221103;0000;13;;;
221104;0000;10;;;
221105;0000;9;;;
